shipment_id,origin,destination,rain_mm,wind_speed,traffic_index,distance_km,priority,historical_delay,target_risk
S-4652,Chicago,Singapore,67,15,65,11231,Critical,3.1,75
S-4653,Toronto,Tokyo,119,7,54,9855,Medium,0.7,77
S-4654,Frankfurt,Los Angeles,2,30,79,10292,High,7.6,80
S-4655,Sydney,New York,120,7,39,5998,Low,5.7,82
S-4656,Toronto,Tokyo,69,18,16,11594,Critical,3.5,76
S-4657,Dubai,Los Angeles,97,27,35,4254,Low,2.5,58
S-4658,Dubai,Sydney,37,19,7,2879,High,4.9,49
S-4659,Frankfurt,Singapore,46,5,86,2871,Medium,6.3,68
S-4660,Dubai,Singapore,32,16,60,6427,High,3.5,62
S-4661,Shanghai,Tokyo,78,8,14,5926,High,4.7,71
S-4662,Singapore,Sydney,33,24,10,9041,Medium,5.2,51
S-4663,Frankfurt,Tokyo,47,28,10,1124,Medium,5.3,54
S-4664,New York,Chicago,15,13,41,758,Critical,1.2,44
S-4665,Dubai,Sydney,119,59,77,2572,Critical,7.2,100
S-4666,Dubai,Chicago,27,20,65,2327,Critical,1.1,57
S-4667,Dubai,Mumbai,93,64,62,4245,Medium,1.3,75
S-4668,Chicago,Los Angeles,50,72,9,5779,Critical,1.7,64
S-4669,Frankfurt,Chicago,14,3,45,2743,Critical,3.9,54
S-4670,Tokyo,Singapore,44,76,94,10637,Low,3.0,73
S-4671,Mumbai,Rotterdam,35,40,6,669,Medium,0.0,33
S-4672,Tokyo,Frankfurt,95,66,31,9682,Critical,4.4,89
S-4673,Los Angeles,Rotterdam,81,44,7,3286,High,4.0,68
S-4674,Frankfurt,Mumbai,30,6,34,639,Medium,2.2,39
S-4675,Sydney,New York,86,44,38,10747,Low,4.3,79
S-4676,Shanghai,Singapore,100,54,69,8773,Low,0.4,78
S-4677,Los Angeles,Toronto,85,16,57,3326,Low,0.4,55
S-4678,Rotterdam,Dubai,31,31,35,6648,Low,0.8,34
S-4679,Shanghai,Los Angeles,0,12,30,9272,Medium,2.9,34
S-4680,Shanghai,Mumbai,98,70,94,3727,Low,7.1,100
S-4681,Frankfurt,Toronto,15,52,28,7304,Low,1.9,41
S-4682,Tokyo,Sydney,87,11,83,11991,Critical,7.9,100
S-4683,Frankfurt,Tokyo,1,59,95,8860,High,5.2,78
S-4684,New York,Shanghai,5,5,2,6293,Medium,0.6,23
S-4685,Sydney,Dubai,99,6,60,644,Critical,0.9,66
S-4686,Singapore,Toronto,46,3,83,11498,High,0.8,59
S-4687,New York,Mumbai,67,47,10,2304,Low,5.0,62
S-4688,Tokyo,Singapore,46,33,46,7386,Critical,1.1,62
S-4689,Rotterdam,Frankfurt,49,14,76,3548,Critical,3.4,67
S-4690,Los Angeles,Chicago,57,14,88,11571,Critical,6.0,100
S-4691,Frankfurt,Los Angeles,74,45,51,2245,Medium,5.9,82
S-4692,Frankfurt,Chicago,69,28,3,6599,High,4.0,63
S-4693,Dubai,Singapore,69,67,61,5193,Low,1.3,57
S-4694,Los Angeles,Sydney,83,36,85,6738,Low,2.4,77
S-4695,Frankfurt,New York,22,63,54,3855,Medium,0.0,47
S-4696,Dubai,Shanghai,103,58,53,2085,High,1.4,80
S-4697,Dubai,Frankfurt,23,37,65,4215,Low,4.8,57
S-4698,Sydney,Frankfurt,26,53,33,8351,Low,6.7,63
S-4699,Rotterdam,New York,68,72,49,10218,Critical,7.4,100
S-4700,Frankfurt,Toronto,71,29,0,963,High,4.3,59
S-4701,Tokyo,Toronto,117,29,51,4219,Low,6.1,87
S-4702,Shanghai,Los Angeles,99,76,14,11335,Medium,3.9,76
S-4703,Frankfurt,Rotterdam,76,28,35,1555,Low,7.3,63
S-4704,Frankfurt,Sydney,18,74,12,1842,Critical,1.4,51
S-4705,Shanghai,Rotterdam,61,15,66,3655,Low,0.7,41
S-4706,New York,Tokyo,98,51,83,1375,Critical,2.7,92
S-4707,Chicago,Tokyo,93,66,83,4629,Critical,7.2,100
S-4708,Toronto,New York,79,76,7,5672,Medium,7.4,78
S-4709,Dubai,Chicago,15,14,35,9450,Critical,6.3,69
S-4710,Rotterdam,Toronto,94,12,70,10654,Low,8.0,100
S-4711,Mumbai,New York,9,63,27,10852,High,3.3,56
S-4712,Dubai,New York,25,12,21,10271,Critical,7.8,74
S-4713,Rotterdam,Chicago,104,22,95,7289,Low,3.3,79
S-4714,Toronto,Frankfurt,27,62,71,8808,Low,0.7,58
S-4715,Los Angeles,Toronto,109,75,82,10015,Low,3.1,88
S-4716,Sydney,Mumbai,14,26,82,712,Critical,0.6,53
S-4717,Rotterdam,Los Angeles,101,21,14,6873,Medium,6.4,82
S-4718,Los Angeles,New York,117,15,30,1759,Critical,4.9,87
S-4719,Rotterdam,Singapore,74,4,96,1243,High,5.5,90
S-4720,Mumbai,Singapore,60,20,76,6353,High,3.0,78
S-4721,Rotterdam,Toronto,28,43,88,7399,Medium,5.4,82
S-4722,Toronto,Chicago,97,15,19,8394,High,8.0,87
S-4723,Toronto,Sydney,19,18,41,6103,Low,3.5,39
S-4724,Dubai,Tokyo,89,23,41,9636,Low,5.0,80
S-4725,Singapore,Chicago,111,53,22,2241,Medium,5.7,81
S-4726,Mumbai,Shanghai,89,69,50,4321,High,2.9,76
S-4727,Los Angeles,Toronto,32,40,29,2037,High,3.1,58
S-4728,Mumbai,Tokyo,31,1,98,8205,Critical,4.2,83
S-4729,Rotterdam,Tokyo,5,75,54,11899,High,2.9,72
S-4730,Toronto,Chicago,59,17,80,5047,Low,4.5,71
S-4731,Toronto,Tokyo,110,22,89,2263,Critical,3.9,100
S-4732,Los Angeles,Frankfurt,83,11,53,7061,Low,0.5,48
S-4733,Los Angeles,Tokyo,60,24,54,7919,Low,3.8,57
S-4734,Dubai,Chicago,84,28,90,5312,Low,5.7,79
S-4735,Singapore,Shanghai,83,21,82,3297,High,0.8,72
S-4736,Chicago,Los Angeles,103,7,52,11538,Medium,1.5,66
S-4737,Frankfurt,Rotterdam,39,1,12,9417,Low,5.2,45
S-4738,Singapore,Rotterdam,21,37,97,9556,High,1.2,69
S-4739,Mumbai,Los Angeles,88,35,31,6526,Low,5.6,70
S-4740,New York,Frankfurt,44,11,15,11449,Critical,5.3,69
S-4741,Frankfurt,Singapore,1,78,73,5169,Low,2.5,50
S-4742,Los Angeles,Tokyo,69,79,90,1564,Medium,3.7,81
S-4743,Singapore,Sydney,17,38,41,2029,Low,4.1,50
S-4744,Shanghai,New York,110,9,85,1656,Low,5.1,79
S-4745,Frankfurt,Rotterdam,78,34,23,9968,Medium,0.3,50
S-4746,Los Angeles,Chicago,48,48,55,10053,Critical,4.8,92
S-4747,Shanghai,Tokyo,44,29,29,9302,Critical,0.7,55
S-4748,Dubai,Shanghai,80,69,100,3643,Low,6.7,100
S-4749,Los Angeles,Rotterdam,16,35,83,10837,Medium,2.4,59
S-4750,Frankfurt,Sydney,22,65,95,3577,High,3.3,70
S-4751,Singapore,Sydney,66,68,77,4269,Medium,2.1,73
S-4752,Rotterdam,Dubai,120,67,48,7646,High,5.9,100
S-4753,Frankfurt,Rotterdam,103,36,22,5157,Medium,5.8,74
S-4754,Frankfurt,Tokyo,120,17,70,5902,High,0.2,74
S-4755,Los Angeles,Frankfurt,105,2,73,6191,Medium,7.8,100
S-4756,Chicago,Sydney,115,66,79,6614,High,7.0,100
S-4757,New York,Sydney,110,1,31,9827,Critical,6.5,98
S-4758,Frankfurt,Singapore,41,26,41,10345,Low,6.7,67
S-4759,Frankfurt,Rotterdam,5,33,58,2541,Medium,0.0,38
S-4760,Toronto,Tokyo,43,35,17,9519,Critical,1.7,57
S-4761,Singapore,Tokyo,82,51,85,6681,Critical,3.4,98
S-4762,Chicago,Tokyo,74,33,58,768,Critical,5.6,86
S-4763,Sydney,Tokyo,2,55,74,1343,Low,6.8,63
S-4764,New York,Dubai,10,3,97,4020,High,6.4,75
S-4765,New York,Dubai,43,50,61,6373,Critical,3.5,76
S-4766,Mumbai,Sydney,43,9,69,8776,Critical,7.5,93
S-4767,Dubai,New York,62,37,33,9723,Medium,1.6,62
S-4768,Los Angeles,Frankfurt,78,55,73,8972,High,0.1,83
S-4769,Singapore,Frankfurt,97,2,82,5990,Critical,3.3,93
S-4770,Toronto,Los Angeles,62,43,39,1246,Medium,6.6,76
S-4771,Singapore,Shanghai,101,71,55,1681,Critical,6.7,100
S-4772,Toronto,Shanghai,115,42,57,2537,High,7.7,100
S-4773,Shanghai,Frankfurt,7,30,68,5803,Critical,3.4,59
S-4774,Frankfurt,Singapore,65,9,80,7238,Medium,4.1,69
S-4775,Toronto,Los Angeles,97,52,71,1348,Critical,1.6,85
S-4776,Rotterdam,Los Angeles,2,10,2,1801,Medium,3.5,28
S-4777,Frankfurt,Tokyo,42,10,78,11125,Medium,0.0,50
S-4778,Tokyo,Chicago,110,47,18,8523,Critical,2.8,85
S-4779,New York,Mumbai,114,27,49,5866,Critical,1.2,78
S-4780,Sydney,Frankfurt,27,32,38,11641,High,1.7,58
S-4781,Singapore,New York,65,76,48,4507,Medium,0.8,56
S-4782,Tokyo,Shanghai,25,28,47,7704,Critical,0.7,59
S-4783,Sydney,Mumbai,57,28,15,7815,High,2.2,55
S-4784,New York,Chicago,113,54,22,11562,Critical,7.1,100
S-4785,Los Angeles,New York,56,68,40,11913,Low,4.1,78
S-4786,Chicago,Tokyo,62,63,33,8623,High,4.9,84
S-4787,Singapore,Sydney,30,36,64,5976,Medium,4.7,70
S-4788,Los Angeles,Chicago,95,58,100,4657,Low,7.7,100
S-4789,Los Angeles,Chicago,49,59,53,9635,Critical,2.3,75
S-4790,Shanghai,Mumbai,110,61,53,8155,High,0.6,85
S-4791,New York,Rotterdam,25,38,11,1745,High,6.0,62
S-4792,Los Angeles,Sydney,99,26,7,10690,Low,6.3,78
S-4793,Sydney,Mumbai,73,35,94,1048,Critical,3.0,83
S-4794,Sydney,Chicago,19,30,95,5259,High,2.7,66
S-4795,Rotterdam,Sydney,84,54,46,4530,High,7.6,100
S-4796,Los Angeles,Sydney,16,52,55,1022,Low,6.9,53
S-4797,Singapore,Chicago,3,73,94,1789,Low,0.5,41
S-4798,Singapore,Tokyo,96,46,53,1774,Low,4.8,80
S-4799,Toronto,Chicago,72,75,94,7038,High,7.9,100
S-4800,Chicago,Dubai,87,40,64,4023,Critical,6.3,96
S-4801,Frankfurt,New York,9,39,93,5520,Critical,3.6,80
S-4802,Dubai,Toronto,82,52,65,8476,Low,2.2,71
S-4803,Sydney,Toronto,52,51,85,11164,Critical,4.4,90
S-4804,Sydney,Toronto,2,47,91,2681,High,3.2,64
S-4805,Toronto,Rotterdam,2,67,82,10638,Low,2.2,51
S-4806,Sydney,Los Angeles,88,29,0,3456,Medium,4.0,66
S-4807,Singapore,Mumbai,40,35,61,11647,Medium,5.0,72
S-4808,Shanghai,Los Angeles,8,32,7,6309,Low,1.7,20
S-4809,Chicago,Frankfurt,48,4,39,8438,High,3.6,57
S-4810,Los Angeles,Toronto,75,11,32,7934,High,1.3,59
S-4811,Singapore,Rotterdam,105,16,0,3579,High,4.8,68
S-4812,Dubai,Mumbai,119,21,92,4201,Critical,5.2,100
S-4813,Rotterdam,Dubai,68,52,52,5580,Critical,3.8,78
S-4814,Los Angeles,Dubai,26,46,9,8781,Medium,0.1,34
S-4815,Chicago,Rotterdam,25,34,53,5714,Low,2.8,49
S-4816,Chicago,Toronto,46,21,88,2448,Critical,4.4,78
S-4817,Rotterdam,Tokyo,103,79,7,9959,High,5.6,97
S-4818,Dubai,Los Angeles,70,48,42,6414,Low,3.0,60
S-4819,Toronto,Shanghai,27,68,26,2090,Medium,2.5,53
S-4820,Toronto,Dubai,70,5,93,1409,Medium,7.7,79
S-4821,Singapore,New York,24,33,16,10440,Medium,2.5,41
S-4822,Dubai,Tokyo,112,47,73,8090,Medium,7.8,100
S-4823,Mumbai,Tokyo,94,13,22,1537,High,1.2,63
S-4824,Los Angeles,Rotterdam,11,11,37,7079,Low,1.6,25
S-4825,Rotterdam,Sydney,45,46,25,1384,Low,2.6,36
S-4826,Los Angeles,Mumbai,103,39,37,668,Critical,3.5,76
S-4827,Tokyo,Dubai,114,6,78,7172,High,4.9,92
S-4828,Tokyo,Rotterdam,40,58,52,7580,Medium,6.0,73
S-4829,Rotterdam,Singapore,15,71,94,3510,Low,1.1,55
S-4830,Toronto,Singapore,43,19,7,7331,High,5.5,68
S-4831,Toronto,Dubai,2,53,13,11883,Critical,7.9,76
S-4832,Sydney,Toronto,11,2,7,9125,Medium,1.3,24
S-4833,Shanghai,Dubai,51,68,18,7338,Medium,1.2,47
S-4834,Tokyo,New York,45,51,21,11155,Critical,6.7,88
S-4835,Frankfurt,Shanghai,3,67,24,10845,High,4.0,66
S-4836,Sydney,Dubai,95,0,1,6156,Medium,1.1,52
S-4837,Tokyo,Sydney,118,45,63,2621,Medium,4.4,88
S-4838,Mumbai,Singapore,20,18,3,1263,Critical,7.3,57
S-4839,Chicago,Rotterdam,78,63,94,2610,High,6.4,100
S-4840,New York,Dubai,18,78,44,1947,High,2.7,65
S-4841,Sydney,Mumbai,42,65,82,877,Medium,7.3,85
S-4842,Frankfurt,Mumbai,103,48,5,5219,Low,1.4,62
S-4843,Shanghai,Rotterdam,1,53,100,6375,High,7.1,81
S-4844,New York,Frankfurt,88,77,43,1182,Low,2.1,59
S-4845,Tokyo,Chicago,93,74,64,5914,Critical,3.1,100
S-4846,Singapore,Los Angeles,4,12,49,5894,High,3.5,44
S-4847,Los Angeles,Toronto,71,62,67,8833,Critical,5.8,100
S-4848,Rotterdam,New York,89,78,79,4393,Low,1.6,78
S-4849,Mumbai,New York,82,16,17,10192,Low,7.1,67
S-4850,Sydney,Los Angeles,71,48,1,5078,Critical,6.6,79
S-4851,Tokyo,New York,115,10,96,9960,Low,1.7,73
S-4852,Los Angeles,Frankfurt,15,32,66,10115,High,5.8,75
S-4853,Shanghai,Tokyo,37,39,9,10152,Low,2.1,47
S-4854,Toronto,Mumbai,46,29,39,7717,Medium,4.5,65
S-4855,Rotterdam,Dubai,94,52,60,4023,Low,6.6,85
S-4856,Sydney,Los Angeles,16,50,63,628,High,6.9,77
S-4857,Chicago,Frankfurt,104,80,67,7280,High,3.0,100
S-4858,Shanghai,Tokyo,114,21,47,11371,Medium,7.0,92
S-4859,Chicago,Shanghai,91,68,0,2315,Medium,1.2,54
S-4860,Los Angeles,Mumbai,55,65,65,6117,Critical,4.3,86
S-4861,Tokyo,Frankfurt,62,52,81,8613,Low,4.9,79
S-4862,Singapore,Frankfurt,102,70,28,8358,High,5.9,99
S-4863,Rotterdam,Tokyo,60,42,18,1800,Medium,2.9,48
S-4864,Dubai,Chicago,41,44,87,5902,Medium,7.4,90
S-4865,Toronto,New York,35,68,90,7993,High,0.7,74
S-4866,Dubai,Sydney,37,67,49,11705,Medium,3.4,68
S-4867,Dubai,Sydney,15,78,79,8577,Critical,2.1,72
S-4868,Singapore,Tokyo,52,45,100,5714,Low,6.1,87
S-4869,Tokyo,Frankfurt,39,14,78,7107,Critical,4.2,76
S-4870,Los Angeles,Mumbai,116,6,72,3884,High,5.9,100
S-4871,Shanghai,Mumbai,106,14,50,3640,Low,0.7,60
S-4872,Rotterdam,Tokyo,60,19,22,5100,Medium,1.0,41
S-4873,Chicago,Los Angeles,39,76,21,8357,Critical,3.3,66
S-4874,Toronto,Sydney,66,32,55,11229,Low,7.6,89
S-4875,Tokyo,Chicago,4,35,1,3842,Medium,7.3,50
S-4876,Mumbai,Shanghai,107,42,28,7686,Medium,3.0,82
S-4877,Chicago,Frankfurt,51,62,13,6167,High,2.1,58
S-4878,Mumbai,Frankfurt,31,74,19,6938,Low,4.9,57
S-4879,New York,Singapore,119,51,81,11977,Medium,4.0,95
S-4880,Tokyo,Rotterdam,95,26,50,11915,High,5.0,86
S-4881,Dubai,Tokyo,88,19,90,9195,High,3.3,93
S-4882,Tokyo,Sydney,19,64,46,1197,Medium,7.8,77
S-4883,Rotterdam,Frankfurt,92,27,71,4528,Low,5.4,79
S-4884,Rotterdam,Frankfurt,70,17,11,3100,Critical,1.5,53
S-4885,Los Angeles,Tokyo,47,50,61,11007,High,2.3,72
S-4886,Mumbai,Chicago,71,78,99,866,Critical,6.6,100
S-4887,Tokyo,Toronto,89,72,12,10447,Low,3.6,69
S-4888,Rotterdam,Dubai,19,73,86,11772,High,2.4,82
S-4889,Singapore,Tokyo,99,21,43,3875,Low,3.4,62
S-4890,Toronto,Chicago,22,66,97,11525,Medium,4.1,82
S-4891,Rotterdam,Sydney,73,60,34,7708,Critical,3.5,83
S-4892,Rotterdam,Tokyo,114,4,61,807,High,2.6,79
S-4893,Toronto,Singapore,83,26,81,5512,Medium,7.9,94
S-4894,Chicago,New York,84,63,13,6009,Critical,6.4,87
S-4895,Shanghai,Mumbai,106,74,34,10535,Low,3.9,88
S-4896,Los Angeles,Rotterdam,110,14,44,3948,High,4.7,83
S-4897,Dubai,Mumbai,84,6,14,2516,High,5.1,66
S-4898,New York,Los Angeles,98,36,78,4806,Medium,5.3,96
S-4899,Tokyo,Singapore,88,68,61,2687,Medium,2.8,75
S-4900,New York,Toronto,43,51,32,2201,Medium,2.7,55
S-4901,Sydney,Tokyo,62,39,12,6947,High,7.0,76
S-4902,New York,Los Angeles,79,40,19,4395,Medium,4.3,64
S-4903,Rotterdam,Toronto,2,74,100,6136,Critical,6.0,87
S-4904,New York,Rotterdam,118,64,12,11208,Critical,3.2,90
S-4905,Chicago,Singapore,80,15,99,3668,Critical,1.3,76
S-4906,Sydney,Tokyo,100,38,56,530,High,0.1,60
S-4907,Singapore,New York,103,75,56,10880,Low,2.0,81
S-4908,Tokyo,Toronto,62,31,37,2539,High,5.7,75
S-4909,Rotterdam,Mumbai,66,27,63,5143,High,5.7,81
S-4910,Mumbai,Shanghai,59,3,24,10469,Critical,0.8,51
S-4911,New York,Rotterdam,78,3,84,1144,Low,3.5,56
S-4912,Frankfurt,Chicago,73,34,73,1047,Critical,4.3,89
S-4913,Toronto,Shanghai,120,67,40,5641,Low,3.2,84
S-4914,Shanghai,Dubai,95,46,74,4372,Critical,3.6,97
S-4915,Los Angeles,Frankfurt,25,54,62,4434,High,7.0,85
S-4916,Rotterdam,Toronto,76,52,5,8512,Low,3.6,55
S-4917,Chicago,Toronto,27,34,99,1898,Medium,1.8,54
S-4918,Dubai,Singapore,78,0,9,4958,Medium,0.4,40
S-4919,Singapore,Shanghai,63,39,78,4214,Critical,3.2,86
S-4920,Los Angeles,Frankfurt,61,72,52,7735,Low,7.6,83
S-4921,Chicago,Mumbai,25,1,85,1344,Critical,5.4,67
S-4922,Rotterdam,Sydney,55,46,71,3012,Critical,6.6,93
S-4923,Shanghai,Frankfurt,23,53,30,8214,High,5.7,75
S-4924,Dubai,Los Angeles,113,64,97,9070,Critical,3.4,100
S-4925,Dubai,Shanghai,103,16,86,2604,Medium,6.4,86
S-4926,Dubai,Rotterdam,80,21,41,3106,Critical,0.7,58
S-4927,Toronto,New York,101,69,72,2904,High,6.5,100
S-4928,Singapore,New York,97,40,57,4827,High,3.0,80
S-4929,Sydney,Los Angeles,23,47,87,5694,High,2.3,60
S-4930,Dubai,Toronto,12,68,85,11907,High,0.7,66
S-4931,New York,Los Angeles,65,2,87,6039,Medium,0.5,58
S-4932,Tokyo,Sydney,69,12,88,10217,Medium,3.6,81
S-4933,Frankfurt,Toronto,38,12,68,5078,Critical,7.5,82
S-4934,Frankfurt,Sydney,17,21,3,1720,High,5.3,42
S-4935,Los Angeles,Singapore,41,34,7,2096,Low,1.5,26
S-4936,Chicago,Los Angeles,116,49,1,3704,Low,4.1,74
S-4937,Frankfurt,Singapore,59,61,5,9888,Low,7.9,78
S-4938,Tokyo,New York,55,13,69,4386,Critical,3.0,76
S-4939,Toronto,Rotterdam,0,61,53,11218,Critical,5.5,72
S-4940,Tokyo,Frankfurt,23,12,63,2913,Low,2.3,41
S-4941,Chicago,Frankfurt,71,6,84,5411,Low,4.0,73
S-4942,Toronto,Los Angeles,5,28,85,3151,Critical,6.8,81
S-4943,Rotterdam,New York,32,78,54,8155,High,0.9,66
S-4944,Dubai,New York,4,41,91,11717,Medium,4.9,64
S-4945,Frankfurt,Singapore,101,72,4,9749,Critical,5.2,92
S-4946,Singapore,Shanghai,43,14,90,10267,Critical,5.5,84
S-4947,Chicago,Dubai,94,47,71,9902,Low,1.5,75
S-4948,Shanghai,Tokyo,50,59,1,8075,High,1.4,52
S-4949,Los Angeles,Dubai,76,31,81,7020,Medium,6.2,87
S-4950,Shanghai,New York,101,0,17,3354,Low,3.4,58
S-4951,Mumbai,Toronto,90,65,58,6510,High,4.1,86
S-4952,Toronto,Los Angeles,25,47,69,4281,High,1.5,64
S-4953,Toronto,Sydney,10,0,52,6432,Critical,1.9,55
S-4954,Rotterdam,Dubai,61,39,43,4656,Critical,4.6,84
S-4955,Sydney,Rotterdam,15,3,20,1835,High,0.4,32
S-4956,Dubai,Los Angeles,116,69,31,3603,Low,4.6,79
S-4957,Chicago,Sydney,74,61,72,9973,Low,7.5,93
S-4958,Toronto,New York,12,63,63,1834,Critical,5.6,72
S-4959,Mumbai,Frankfurt,52,64,57,1433,High,0.6,57
S-4960,Sydney,Frankfurt,0,42,11,6925,High,4.3,45
S-4961,Tokyo,Sydney,71,75,41,3921,Medium,3.6,73
S-4962,Singapore,Dubai,96,71,58,7114,Critical,3.7,100
S-4963,Frankfurt,Mumbai,1,49,35,4177,High,2.6,50
S-4964,Sydney,Toronto,102,58,86,10904,Medium,6.7,100
S-4965,New York,Los Angeles,5,29,28,3400,High,4.6,49
S-4966,Sydney,New York,42,63,33,6075,Low,6.2,64
S-4967,Chicago,Singapore,114,68,5,10111,High,5.6,95
S-4968,Sydney,Los Angeles,107,14,69,2019,High,3.1,86
S-4969,Rotterdam,Singapore,20,61,6,7954,High,6.5,71
S-4970,Singapore,Chicago,52,15,13,2261,Low,3.9,44
S-4971,New York,Frankfurt,39,57,46,5250,High,3.3,67
S-4972,Shanghai,Toronto,72,58,19,3226,Critical,5.5,79
S-4973,Singapore,Toronto,43,34,87,905,Medium,4.6,70
S-4974,Chicago,Singapore,87,48,67,6215,Critical,0.1,78
S-4975,Frankfurt,Tokyo,93,76,23,11148,Critical,0.5,82
S-4976,Shanghai,New York,100,70,60,1053,Critical,7.1,100
S-4977,New York,Chicago,76,47,59,1169,Medium,4.6,81
S-4978,Frankfurt,Shanghai,48,28,63,8174,Medium,7.0,84
S-4979,New York,Dubai,85,10,7,7672,Medium,7.9,70
S-4980,Shanghai,Toronto,76,53,22,3570,Low,3.3,65
S-4981,Tokyo,Shanghai,36,25,20,4298,Medium,5.5,60
S-4982,Los Angeles,Mumbai,100,18,27,10605,Medium,2.0,65
S-4983,Mumbai,New York,104,3,48,9773,High,5.7,93
S-4984,Mumbai,New York,78,44,83,2638,Medium,2.7,75
S-4985,Frankfurt,Rotterdam,99,17,76,5505,Low,1.1,63
S-4986,Los Angeles,Chicago,91,6,4,6767,High,2.0,65
S-4987,Chicago,Rotterdam,36,68,61,6081,Medium,0.9,59
S-4988,Tokyo,Chicago,100,1,32,3231,High,2.8,63
S-4989,Shanghai,Toronto,102,0,41,4556,Critical,3.3,75
S-4990,Shanghai,Frankfurt,42,3,61,9628,Critical,4.4,78
S-4991,New York,Toronto,50,3,86,3456,Low,1.8,52
S-4992,Shanghai,Los Angeles,15,31,9,8373,Low,7.2,47
S-4993,Toronto,Rotterdam,71,51,53,3921,Medium,4.3,73
S-4994,Toronto,Chicago,99,61,20,9009,Critical,1.6,87
S-4995,Sydney,Dubai,32,20,39,9796,High,6.4,67
S-4996,Toronto,Dubai,60,73,50,5574,High,0.9,61
S-4997,Los Angeles,Singapore,97,23,69,9621,Low,3.8,71
S-4998,Rotterdam,Dubai,89,5,22,9135,Critical,2.5,75
S-4999,Dubai,Los Angeles,120,2,18,11659,Medium,5.8,86
S-5000,Mumbai,Shanghai,92,62,46,5375,High,7.6,95
S-5001,Frankfurt,Singapore,67,63,79,2752,Low,0.4,66
S-5002,Singapore,New York,53,16,59,5735,Low,6.2,65
S-5003,Shanghai,New York,87,73,57,4642,High,1.4,72
S-5004,Los Angeles,New York,7,61,68,6097,High,5.9,81
S-5005,Los Angeles,Singapore,1,73,47,8817,Critical,1.1,55
S-5006,Sydney,Chicago,27,50,68,11055,Low,3.4,67
S-5007,Dubai,Rotterdam,42,57,76,3015,Medium,1.1,58
S-5008,Dubai,Rotterdam,94,68,43,8694,Low,5.0,84
S-5009,Mumbai,Shanghai,46,5,92,2250,Critical,4.0,82
S-5010,New York,Sydney,16,3,79,2615,High,0.6,39
S-5011,Mumbai,Shanghai,108,71,19,9506,High,1.0,74
S-5012,Sydney,Shanghai,72,57,0,4901,Medium,6.0,71
S-5013,Rotterdam,Toronto,20,75,13,6130,High,7.3,78
S-5014,Dubai,Shanghai,54,27,77,11082,Critical,0.7,76
S-5015,Shanghai,Mumbai,115,59,42,8028,High,5.6,95
S-5016,Singapore,Shanghai,38,71,59,4403,Critical,1.3,64
S-5017,Rotterdam,Tokyo,10,66,69,4395,Low,1.4,49
S-5018,Toronto,New York,93,57,30,11080,Critical,5.7,100
S-5019,New York,Shanghai,112,33,38,3633,High,1.6,80
S-5020,Rotterdam,Singapore,79,59,66,8616,Medium,4.8,93
S-5021,Frankfurt,Rotterdam,60,14,43,7153,High,1.8,60
S-5022,Tokyo,Sydney,5,20,78,9861,Low,6.1,58
S-5023,Singapore,Toronto,82,2,82,5363,Medium,2.3,70
S-5024,Frankfurt,Mumbai,80,3,92,1316,High,0.1,57
S-5025,Frankfurt,Rotterdam,61,29,61,7302,Medium,2.3,58
S-5026,Frankfurt,New York,88,17,16,6496,High,4.8,80
S-5027,Mumbai,Singapore,52,76,29,1369,Low,5.7,62
S-5028,Tokyo,Mumbai,116,12,86,5940,Medium,3.7,81
S-5029,Sydney,Dubai,96,58,23,3486,Critical,2.5,73
S-5030,Singapore,Chicago,110,42,53,9864,Low,7.0,98
S-5031,Dubai,Toronto,34,16,78,4149,Medium,7.8,78
S-5032,Chicago,Singapore,57,39,20,3087,Medium,6.7,72
S-5033,Tokyo,Rotterdam,78,53,87,7306,Critical,6.3,100
S-5034,Dubai,Frankfurt,31,76,2,3265,Medium,3.5,57
S-5035,Shanghai,Rotterdam,59,30,51,5815,Low,0.3,42
S-5036,Shanghai,Tokyo,72,2,73,1121,Low,3.5,64
S-5037,New York,Frankfurt,8,39,38,2886,Critical,4.0,54
S-5038,Sydney,Rotterdam,40,33,84,1360,High,1.4,56
S-5039,Dubai,New York,79,63,76,2852,Low,5.9,84
S-5040,Rotterdam,Singapore,73,28,79,3718,High,7.6,98
S-5041,Toronto,Frankfurt,75,2,35,5734,Medium,5.9,71
S-5042,Toronto,Shanghai,101,44,22,8911,Critical,4.5,87
S-5043,Rotterdam,Chicago,25,31,65,2115,Medium,2.0,55
S-5044,New York,Los Angeles,35,43,31,10806,Medium,0.4,43
S-5045,Frankfurt,Singapore,12,22,19,5302,Critical,7.5,61
S-5046,Tokyo,Toronto,68,47,24,8014,Medium,0.4,49
S-5047,Rotterdam,Mumbai,41,9,51,1289,Medium,2.0,39
S-5048,Rotterdam,Dubai,104,3,62,1970,High,7.6,91
S-5049,Chicago,New York,6,75,34,10888,Low,2.2,42
S-5050,Tokyo,Sydney,86,38,43,6943,High,0.6,69
S-5051,Toronto,Shanghai,47,47,11,2656,High,1.9,55
S-5052,Mumbai,Chicago,98,66,9,10107,Low,6.8,91
S-5053,Sydney,Rotterdam,115,2,44,4157,High,4.9,80
S-5054,Dubai,Tokyo,91,60,14,5958,Critical,6.9,94
S-5055,Rotterdam,Chicago,15,50,55,4278,Medium,7.7,74
S-5056,Tokyo,Shanghai,35,52,31,785,Critical,1.0,52
